created_at,text,clean-text,location,place
Sat Nov 13 07:37:45 +0000 2021,"b'@Oin_talks Same here! And proud I am!\n\nI am part of a COVID-19 related information group on Quora and boy, you have\xe2\x80\xa6 https://t.co/GcgqL8O7cD'",same here and proud i am i am part of a covid 19 related information group on quora and boy you have,"Kolkata, India","Kolkata, India"
Sat Nov 13 07:37:22 +0000 2021,"b'If your vaccines work so well, why are people dying  https://t.co/U1HcuTMujQ'",if your vaccines work so well why are people dying,,"Denver, CO"
Sat Nov 13 07:41:39 +0000 2021,"b""MAYOR NEIL LIZARES shares today's Covid-19 Tali Board, 11-13-21. https://t.co/ldIWJf9Ju9""",mayor neil lizares shares todays covid 19 tali board 11 13 21,,"Bacolod City, Western Visayas"
Sat Nov 13 07:40:42 +0000 2021,"b""Our mantra should always be india first PM modi \n\nNearly 80 percent of India's eligible population administered fir\xe2\x80\xa6 https://t.co/nRjrK5FrSS""",our mantra should always be india first pm modi nearly 80 percent of indias eligible population administered fir,,"Kumbakonam, India"
Sat Nov 13 07:45:01 +0000 2021,"b""MAYOR NEIL LIZARES shares today's Covid-19 Tali Board Barangay Breakdown, 11-13-21. https://t.co/yzQspC4Fmd""",mayor neil lizares shares todays covid 19 tali board barangay breakdown 11 13 21,,"Bacolod City, Western Visayas"
Sat Nov 13 07:44:01 +0000 2021,b'\xf0\x9f\x92\xaf% vaxxed #COVID19',vaxxed,"Tembisa, South Africa","Boksburg, South Africa"
Sat Nov 13 07:46:13 +0000 2021,"b""@AjeetKu47183917 #COVID19 too has struck first time &amp; it's almost 2 years that it is still stinging \nFree\xe2\x80\xa6 https://t.co/LGdPHNjeK0""",too has struck first time amp its almost 2 years that it is still stinging free,,"New Delhi, India"
Sat Nov 13 07:49:44 +0000 2021,b'Get #carseat help with #telehealth keeping your #baby safe in your #car&amp; #covid19 safe \nhttps://t.co/tF0EZ2ZVql\xe2\x80\xa6 https://t.co/fR0Iolz2P9',get help with keeping your safe in your amp safe,Washington DC  *  Los Angeles,"Los Angeles, CA"
Sat Nov 13 07:50:16 +0000 2021,"b'But the toaster-in-the-bathtub method for shorting the vaccine is still good, right? https://t.co/hid3DFruqj'",but the toaster in the bathtub method for shorting the vaccine is still good right,"Windermere, England","Keswick, England"
Sat Nov 13 07:51:15 +0000 2021,"b""@davidlale Pure deflection.\n\nI don't doubt the efficacy of vaccines in reducing the chances of serious illness and\xe2\x80\xa6 https://t.co/7lPzqtgyHq""",pure deflection i dont doubt the efficacy of vaccines in reducing the chances of serious illness and,"Warley, West Midlands","West Bromwich, England"
Sat Nov 13 07:49:34 +0000 2021,b'Interesting and contrasting views on the conditions for a post-pandemic normal by disease experts from China and Ho\xe2\x80\xa6 https://t.co/ArsWdEDHuL',interesting and contrasting views on the conditions for a post pandemic normal by disease experts from china and ho,Makati City,"Makati City, National Capital Region"
Sat Nov 13 07:56:43 +0000 2021,"b'This thread shows us just how corrupt the #ToryCriminalsUnfitToGovern are, these morally bankrupt fuckpigs should b\xe2\x80\xa6 https://t.co/YLvRO0PcNo'",this thread shows us just how corrupt the are these morally bankrupt fuckpigs should b,"Aberdeen, Scotland","Aberdeen, Scotland"
Sat Nov 13 07:56:52 +0000 2021,b'@krisdefries @markvanasten @doktweet @YouTube @bmj_latest Endemic not herd immunity for the 5th seasonal coronavirus?',endemic not herd immunity for the 5th seasonal coronavirus,"Amsterdam, The Netherlands","Amsterdam, The Netherlands"
Sat Nov 13 07:55:33 +0000 2021,"b'Remember a healthy immune system will help fight of viruses like COVID19, so keep exercising, at least 30 minutes w\xe2\x80\xa6 https://t.co/Jsc7GNTs4w'",remember a healthy immune system will help fight of viruses like covid19 so keep exercising at least 30 minutes w,4 Bridewell Alley Norwich UK,"Catton, England"
Sat Nov 13 08:02:08 +0000 2021,b'Na toll \xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1 https://t.co/yW9HuOvc6F',na toll,"Leuben, Dresden","Dresden, Germany"
Sat Nov 13 08:05:36 +0000 2021,b'Preprint alert \xe2\x9a\xa0\xef\xb8\x8f\n\n@MunaBarakat1\n@HaniAlNajjar\n\nStigma Towards Health Care Providers Taking Care of COVID-19 Patien\xe2\x80\xa6 https://t.co/5IA6OGOPPv',preprint alert stigma towards health care providers taking care of covid 19 patien,Qatar,"Al Rayyan, Qatar"
Sat Nov 13 08:07:48 +0000 2021,"b'@davidlale 99% of unvaccinated people survive infection with #Covid19\n\nPretty much undisputed fact.\n\nIf ""they won\'t\xe2\x80\xa6 https://t.co/qzauxwn9AT'",99 of unvaccinated people survive infection with pretty much undisputed fact if they wont,"Warley, West Midlands","West Bromwich, England"
Sat Nov 13 08:09:45 +0000 2021,b'A wonderful video on COVID vaccines!! \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\n#COVID19 #VaccinesWork https://t.co/OEGLpJ8ttr',a wonderful video on covid vaccines,"New Delhi, India","New Delhi, India"
Sat Nov 13 08:10:03 +0000 2021,b'How the vaccine works. Kinda cool... https://t.co/OVxKZkLTfl',how the vaccine works kinda cool,,"Kerry, Ireland"
Sat Nov 13 08:15:18 +0000 2021,"b""@whittler_e Kamala and  Meghan  live Rent  Free  in Piers  Morgan  Head. He doesn't have a Brain. He had COVID-19\xe2\x80\xa6 https://t.co/6zKTWA6ypp""",kamala and meghan live rent free in piers morgan head he doesnt have a brain he had covid 19,"Florida, US","Florida, USA"
Sat Nov 13 08:13:09 +0000 2021,"b'@realjuliasong Yes.Severe case 7/2020,treated with Dexa,Azithromycin, antivirals.Dr\xe2\x80\x99s, Nurses said take Zinc,D, C,\xe2\x80\xa6 https://t.co/6BO4BdyJj6'",yes severe case 7 2020 treated with dexa azithromycin antivirals dr s nurses said take zinc d c,Richie McPeak,"Forest City, FL"
Sat Nov 13 08:13:27 +0000 2021,"b""None of these 'why Germany' articles seem to include 'because we have been enjoying ourselves with gay abandon.' https://t.co/WmOLp9CGFj""",none of these why germany articles seem to include because we have been enjoying ourselves with gay abandon,"Freiburg im Breisgau, Deutschl","Freiburg im Breisgau, Germany"
Sat Nov 13 08:16:40 +0000 2021,"b'While the world world is recovering from #COVID19- pandemic yet another highly infectious called #norovirus, which\xe2\x80\xa6 https://t.co/CyKmVnOaQK'",while the world world is recovering from pandemic yet another highly infectious called which,Jammu And Kashmir,"Rajauri, Jammu & Kashmir"
Sat Nov 13 08:20:30 +0000 2021,b'FINALLY. #COVIDisAirborne https://t.co/75cQCy48g1',finally,Working from home,"Vancouver, British Columbia"
Sat Nov 13 08:19:53 +0000 2021,"b'@admutum Agree, though it\xe2\x80\x99s not so much what it is, but whether it\xe2\x80\x99s possible with a disease as infectious as the D\xe2\x80\xa6 https://t.co/ZBt4ZhloPF'",agree though it s not so much what it is but whether it s possible with a disease as infectious as the d,"London, UK","Paddington, London"
Sat Nov 13 08:22:33 +0000 2021,"b'BREAKING: The DOH reports 1,997 new COVID-19 cases and 238 new fatalities, pushing the nationwide tally to 2,815,08\xe2\x80\xa6 https://t.co/mflgiZckbL'",breaking the doh reports 1 997 new covid 19 cases and 238 new fatalities pushing the nationwide tally to 2 815 08,"Imus, Calabarzon","Imus, Calabarzon"
Sat Nov 13 08:21:05 +0000 2021,b'When I was in public school our new music teacher realized that the previous music teachers were not cleaning any o\xe2\x80\xa6 https://t.co/qtWmCqprq8',when i was in public school our new music teacher realized that the previous music teachers were not cleaning any o,Canada,"Trent Hills, Ontario"
Sat Nov 13 08:21:35 +0000 2021,"b""Nearly 80 percent of India's eligible population administered first dose of Covid-19 vaccine\xe2\x80\xa6 https://t.co/rV9rXMvuoZ""",nearly 80 percent of indias eligible population administered first dose of covid 19 vaccine,,"Lucknow, India"
Sat Nov 13 08:26:57 +0000 2021,b'Thanks Kimberley for this insight and for all the hard work you do https://t.co/VkWQsNQtEf',thanks kimberley for this insight and for all the hard work you do,"SYDNEY, NSW AUSTRALIA","Nambucca Heads, New South Wales"
Sat Nov 13 08:32:22 +0000 2021,b'What a terrific video. \xf0\x9f\x91\x8f\xf0\x9f\x8f\xbc https://t.co/FOSFI25Tmb',what a terrific video,"Scotland, United Kingdom","Aberdeen, Scotland"
Sat Nov 13 08:32:40 +0000 2021,"b""It's not Over. Covid is here to stay and we have to live with it. https://t.co/5miI1iKLg5""",its not over covid is here to stay and we have to live with it,"New Delhi, India 🇮🇳","New Delhi, India"
Sat Nov 13 08:33:51 +0000 2021,b'Anti-vaxxers keep ignoring #science &amp; natural selection keeps thinning the #Covidiots herd. #DarwinWasRight\xe2\x80\xa6 https://t.co/tBEsJeR5co',anti vaxxers keep ignoring amp natural selection keeps thinning the herd,,"Los Angeles, CA"
Sat Nov 13 08:38:03 +0000 2021,b'Surely more like Nero while Victoria gets burned to the ground. https://t.co/8PTCbiXs7l',surely more like nero while victoria gets burned to the ground,,"Melbourne, Victoria"
Sat Nov 13 08:40:53 +0000 2021,"b'110,000 contract workers toil 350 feet underground in Dickensian conditions, mining coal to keep India\xe2\x80\x99s power hung\xe2\x80\xa6 https://t.co/evRcVoZ4L1'",110 000 contract workers toil 350 feet underground in dickensian conditions mining coal to keep india s power hung,Abu Dhabi,"Abu Dhabi, United Arab Emirates"
Sat Nov 13 08:43:22 +0000 2021,b'So in summary gigs seem to be cancelled but the gym\xe2\x80\x99s staying open (for now anyway).\n\nFully expect this to go on lo\xe2\x80\xa6 https://t.co/y1POMDlRnK',so in summary gigs seem to be cancelled but the gym s staying open for now anyway fully expect this to go on lo,"Amsterdam, The Netherlands","Attiki, Greece"
Sat Nov 13 08:43:43 +0000 2021,b'Small girl was telling me how her best friend at school had positive #COVID19 test the day before we did. And lots\xe2\x80\xa6 https://t.co/BFN1NXO9BX',small girl was telling me how her best friend at school had positive test the day before we did and lots,"Queenie's Castle,Yate, S Glos","Chipping Sodbury, England"
Sat Nov 13 08:41:48 +0000 2021,b'This is appalling! The death of one child regardless of whether they are healthy is one too many! https://t.co/D2X4MwSibu',this is appalling the death of one child regardless of whether they are healthy is one too many,"Bettystown Meath, Ireland","Meath, Ireland"
Sat Nov 13 08:42:05 +0000 2021,"b""I know it's the weekend ... just read the thread... when you get 5....\n\xf0\x9f\x91\x80 https://t.co/xoXEISlWBw""",i know its the weekend just read the thread when you get 5,GREAT BRITAIN,"Cardiff, Wales"
Sat Nov 13 08:44:59 +0000 2021,"b'So frustrating, when we were so careful, most of us not going out for 2 years etc . \xf0\x9f\x98\xa1 #COVID19'",so frustrating when we were so careful most of us not going out for 2 years etc,"Queenie's Castle,Yate, S Glos","Chipping Sodbury, England"
Sat Nov 13 08:44:08 +0000 2021,b'The art of kindness changing how we live #WorldKindnessDay @UN \n\nIn these closing hours of #COP26 COP26 the discuss\xe2\x80\xa6 https://t.co/A53UKSGEem',the art of kindness changing how we live in these closing hours of cop26 the discuss,Edinburgh,"Edinburgh, Scotland"
Sat Nov 13 08:48:09 +0000 2021,"b'@AaronSiriSG @joerogan @AaronRodgers12 Yes.Severe case 7/2020,treated with Dexa,Azithromycin, antivirals.Dr\xe2\x80\x99s, Nurs\xe2\x80\xa6 https://t.co/oLAwnVweKq'",yes severe case 7 2020 treated with dexa azithromycin antivirals dr s nurs,Richie McPeak,"Forest City, FL"
Sat Nov 13 08:48:34 +0000 2021,"b""@M00BBB @craigluck1 @WatchChad @1MoniqueWorthy People aren't stepping up so we can't beat this. People in public se\xe2\x80\xa6 https://t.co/0woj76jlu8""",people arent stepping up so we cant beat this people in public se,"Austin, TX","Austin, TX"
Sat Nov 13 08:47:09 +0000 2021,b'@audouin1b @Dominic2306 And allowed mass sports events to take place at the beginning of March 2020.\n\nYet more unne\xe2\x80\xa6 https://t.co/5FzGWAnTYy',and allowed mass sports events to take place at the beginning of march 2020 yet more unne,"Auderghem, Belgique","Oudergem, België"
Sat Nov 13 08:50:25 +0000 2021,b'#HR  #HRPros #VaccineMandate #WorldatWork #TotalRewards U.S. appeals court affirms hold on Biden COVID-19 vaccine m\xe2\x80\xa6 https://t.co/iFpc8STKCE',u s appeals court affirms hold on biden covid 19 vaccine m,"Boston, MA","Providence, RI"
Sat Nov 13 08:49:31 +0000 2021,b'Amazing https://t.co/OcMw8gMHA1',amazing,Ireland,"Cork, Ireland"
Sat Nov 13 08:55:59 +0000 2021,b'yay for @BigBird!!  @howardbrownhc @AnuHazraMD #getPrEPped https://t.co/0oDyDJFz7n',yay for,"Chicago, IL","Chicago, IL"
Sat Nov 13 08:53:59 +0000 2021,b'Inflows through Roshan Digital Account (RDA) reached $2.7 billion in October since its launch in September 2020 ref\xe2\x80\xa6 https://t.co/M9FZm0oOqq',inflows through roshan digital account rda reached 2 7 billion in october since its launch in september 2020 ref,Kingdom of Saudi Arabia,"Jeddah, Kingdom of Saudi Arabia"
Sat Nov 13 08:57:32 +0000 2021,"b'@Redacte64470137 @NaheedD HCQ has categorically shown to NOT work at stopping the COVID-19 virus. Further, it has a\xe2\x80\xa6 https://t.co/rPmfoxdqXp'",hcq has categorically shown to not work at stopping the covid 19 virus further it has a,"Kelowna, British Columbia","Kelowna, British Columbia"
Sat Nov 13 08:58:16 +0000 2021,b'Not very cheery reading but this thread is worth a minute or two of your time\xe2\x80\xa6 https://t.co/l2JNy9xF6W',not very cheery reading but this thread is worth a minute or two of your time,Earthsea,"Stockport, England"
Sat Nov 13 08:57:05 +0000 2021,b'My last test was in my throat and nose but good to see more innovative approaches \n\n#COVID19 #covidtest https://t.co/DGNQA5Mfbl',my last test was in my throat and nose but good to see more innovative approaches,Ipswich Suffolk IP4 2PH,"Ipswich, England"
Sat Nov 13 09:04:34 +0000 2021,"b""You're vaccines are not safe. I was poisoned by Pfizer. 90 days later, no taste, no smell, blurred vision, imparted\xe2\x80\xa6 https://t.co/jP648Za0Z0""",youre vaccines are not safe i was poisoned by pfizer 90 days later no taste no smell blurred vision imparted,,"Denver, CO"
Sat Nov 13 09:04:16 +0000 2021,b'6 out of 10 people who have died from Covid-19 are disabled. We must make sure disabled people are heard in next ye\xe2\x80\xa6 https://t.co/4HDaFVP09d',6 out of 10 people who have died from covid 19 are disabled we must make sure disabled people are heard in next ye,UK,"Manchester, England"
Sat Nov 13 09:03:04 +0000 2021,b'We love to do nothing and blame everything and everyone. \n\nAnd pull down anyone who wants to do. Frogs trying to ju\xe2\x80\xa6 https://t.co/yRoBCywXo8',we love to do nothing and blame everything and everyone and pull down anyone who wants to do frogs trying to ju,,"Sygan, PA"
Sat Nov 13 09:05:17 +0000 2021,b'Turns out that \xe2\x80\x9cpunishing\xe2\x80\x9d anti-vaxxers by making tests cost just hurt everyone else https://t.co/oDHaD8pDVS',turns out that punishing anti vaxxers by making tests cost just hurt everyone else,Louisville/ Berlin,"Berlin, Germany"
Sat Nov 13 09:07:14 +0000 2021,"b'Geez, you put your phone on charge for a few hours and #Covid19 explosions happen all over the country.'",geez you put your phone on charge for a few hours and explosions happen all over the country,Waikato New Zealand,"Waipa District, New Zealand"
Sat Nov 13 09:07:35 +0000 2021,b'Where have all the truckers gone long time passing? Where have all truckers gone long time ago? Gone from supply ch\xe2\x80\xa6 https://t.co/6zHJEo7I6p',where have all the truckers gone long time passing where have all truckers gone long time ago gone from supply ch,,"Bromley, London"
Sat Nov 13 09:13:13 +0000 2021,"b'""Only six"". What a disgusting, shameful headline from @Telegraph. https://t.co/STgZQUqHjx'",only six what a disgusting shameful headline from,"Crossgates, Scotland","Crossgates, Scotland"
Sat Nov 13 09:11:45 +0000 2021,"b'Walk-in Covid-19 vaccination clinic today (Sat Nov 13).\n\nWaters Meeting Health Centre, 9am-3pm. \n\nPfizer and AZ 1st\xe2\x80\xa6 https://t.co/MVzlX5WvVJ'",walk in covid 19 vaccination clinic today sat nov 13 waters meeting health centre 9am 3pm pfizer and az 1st,,"Bolton, England"
Sat Nov 13 09:14:51 +0000 2021,b'I wish people would take a minute out of their day and read the statistics on @ADMN_Minnesota Department of Health\xe2\x80\x99\xe2\x80\xa6 https://t.co/0S9shLpti3',i wish people would take a minute out of their day and read the statistics on department of health,"Duluth, Mn","Duluth, MN"
Sat Nov 13 09:17:10 +0000 2021,b'\xf0\x9f\xa4\xafHow far have we come in science? We actually understand these processes and can program our immune system with mRN\xe2\x80\xa6 https://t.co/IVDFFrdO1C',how far have we come in science we actually understand these processes and can program our immune system with mrn,"London, UK","Camden Town, London"
Sat Nov 13 09:23:08 +0000 2021,"b'@CharletonOonagh @ParentsUtdIE @jenoconnell Think Pols are the source of poor messaging, refuse to reduce social co\xe2\x80\xa6 https://t.co/dxlLMUr4Pa'",think pols are the source of poor messaging refuse to reduce social co,Ireland,"Fingal, Ireland"
